ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201101,2011,Jan,"AG. GOIANA DE DEFESA AGROPECUARIA",6064227000187,Indireta,Executivo,4833.33,"ALIENACAO DE BENS",0.0
201101,2011,Jan,"AG. GOIANA DE REG. CONT. E FISC. S.PUBL",3537650000169,Indireta,Executivo,833.33,"ALIENACAO DE BENS",
201101,2011,Jan,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",3520933000106,Indireta,Executivo,83.33,"ALIENACAO DE BENS",
201101,2011,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,113916.67,"ALIENACAO DE BENS",62966.94
201101,2011,Jan,"FUNDO CAP. SERV. E MOD. - FUNCAM",13301077000143,Direta,Executivo,,"ALIENACAO DE BENS",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,82833.32,"ALIENACAO DE BENS MOVEIS",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER JUDICIARIO",,N/A,N/A,13083.33,"ALIENACAO DE BENS MOVEIS",
201101,2011,Jan,"FUNDO EST. DE SEGURANCA PUBLICA-FUNESP",2658753000114,Direta,Executivo,74833.33,"ALIENACAO DE BENS MOVEIS",
201101,2011,Jan,"FUNDO EST. DE SEGURANÇA PÚBLICA-FUNESP",2658753000114,Direta,Executivo,149666.66,"ALIENACAO DE BENS MOVEIS",0.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,2500.0,"ALIENACAO DE IMOVEIS URBANOS",0.0
201101,2011,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,2500.0,"ALIENACAO DE IMOVEIS URBANOS",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,2500.0,"ALIENACAO DE IMOVEIS URBANOS",0.0
201101,2011,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,3166.66,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201101,2011,Jan,FUNDESP-PJ,2050330000117,Direta,Judiciário,26166.66,"ALIENACAO DE OUTROS BENS MOVEIS",
201101,2011,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,666.66,"ALIENACAO DE TITULOS MOBILIARIOS",
201101,2011,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,2500.0,"ALIENAÇÃO DE IMÓVEIS URBANOS",0.0
201101,2011,Jan,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",3520933000106,Indireta,Executivo,166.66,ALUGUEIS,
201101,2011,Jan,"DEP. EST. DE TRÂNSITO DE GOIÁS- DETRAN",2872448000120,Indireta,Executivo,,ALUGUEIS,0.0
201101,2011,Jan,EMATER,13232306000115,Indireta,Executivo,,ALUGUEIS,0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,134666.64,ALUGUEIS,69226.1
201101,2011,Jan,"ESTADO DE GOIAS - PODER JUDICIARIO",,N/A,N/A,73166.66,ALUGUEIS,81413.40000000001
201101,2011,Jan,"ESTADO DE GOIAS - PODER LEGISLATIVO",,N/A,N/A,5666.66,ALUGUEIS,12848.34
201101,2011,Jan,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,7333.34,ALUGUEIS,6437.1
201101,2011,Jan,"FUNDO ESP. DE REAPARELHAMENTO DO T.C.M.",6881263000133,Direta,Legislativo,2000.0,ALUGUEIS,1757.38
201101,2011,Jan,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",1246693000160,Indireta,Executivo,2500.0,ALUGUEIS,
201101,2011,Jan,"UNIVERSIDADE ESTADUAL DE GOIAS",1112580000171,Indireta,Executivo,8166.66,ALUGUEIS,114.0
201101,2011,Jan,"FUNDO PART.A INDUSTRIALIZACAO-FOMENTAR",1460666000195,Direta,Executivo,129916.67,"AMORTIZACAO DE EMPRESTIMOS",105210.02
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,99833.33,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",86029.08
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,83.33,"ATUALIZAÇÃO MONETÁRIA DA DÍVIDA ATIVA NÕA-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL",
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,83.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",51.6
201101,2011,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,83.33,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",51.6
201101,2011,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,5157500.0,"BOLSA GARANTIA FOMENTAR",6655164.29
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"COMERCIALIZACAO DE OUTROS PRODUTOS VEGETAIS",0.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,374083.33,"COMERCIALIZAÇÃO DE SERVIÇOS DE FONOGRAFIA, VIDEOFONOGRAMA E IMPRESSOS OFICIAIS",215985.79
201101,2011,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,258750.0,"COMPENSACAO FINANCEIRA PREVIDENCIARIA",0.0
201101,2011,Jan,"AGENCIA GOIANA DE ESPORTE E LAZER",5470294000139,Indireta,Executivo,84500.0,"CONCESSÃO DE EVENTOS ESPORTIVOS",23504.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,91833.33,"CONCESSÃO DE EVENTOS ESPORTIVOS",23954.05
201101,2011,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,2.674383333E7,"CONTRIBUICAO DE SERVIDOR ATIVO CIVIL",35844.37
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8225416.67,"CONTRIBUICAO DE SERVIDOR ATIVO MILITAR",0.0
201101,2011,Jan,"INST.DE ASSIST.SERV.PUB. ESTADO DE GOIAS",1246693000160,Indireta,Executivo,5.546666667E7,"CONTRIBUICAO PARA ASSISTENCIA HOSPITALAR INTEGRAL",3.548381295E7
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"CONTRIBUICAO PATRONAL - ATIVO CIVIL",59765.32
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,,"CONTRIBUICAO PATRONAL - ATIVO MILITAR",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,1954750.0,"CONTRIBUICOES DE PENSIONISTA CIVIL",0.0
201101,2011,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,1954750.0,"CONTRIBUICOES DE PENSIONISTA CIVIL",0.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,178750.0,"CONTRIBUICOES DE PENSIONISTA MILITAR",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,178750.0,"CONTRIBUICOES DE PENSIONISTA MILITAR",0.0
201101,2011,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,178750.0,"CONTRIBUICOES DE PENSIONISTA MILITAR",0.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,4549750.0,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4549750.0,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",0.0
201101,2011,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,4549750.0,"CONTRIBUICOES DE SERVIDOR INATIVO CIVIL",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,4.256991667E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",333792.57
201101,2011,Jan,"GOIÁS PREVIDÊNCIA",11991625000189,Indireta,Executivo,4.256991667E7,"CONTRIBUICOES PREVIDENCIARIAS DO REGIME PROPRIO",333792.57
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,9.806925E7,"CONTRIBUICOES SOCIAIS",3.581760552E7
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,6.418516667E7,"CONTRIBUIÇÃO PATRONAL - ATIVO CIVIL",0.0
201101,2011,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,8.466166667E7,"CONTRIBUIÇÕES PARA REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO",0.0
201101,2011,Jan,"ESTADO DE GOIAS",,N/A,N/A,8.466166667E7,"CONTRIBUIÇÕES SOCIAIS",0.0
