ANOMES,ANOEXERCICIO,MES,NOMEORGAO,CNPJORGAO,TIPOADMINISTRACAO,TIPOPODER,RECEITAPREVISTAATUALIZADA,NATUREZARECEITA,RECEITAREALIZADA
201001,2010,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,1333.33,"ALIENACAO DE BENS",
201001,2010,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,868583.3300000001,"ALIENACAO DE BENS",4592.84
201001,2010,Jan,"ESTADO DE GOIAS - PODER JUDICIARIO",,N/A,N/A,14166.67,"ALIENACAO DE BENS",
201001,2010,Jan,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,416.67,"ALIENACAO DE BENS",
201001,2010,Jan,"FUNDO PENITENCIARIO EST. GO - FUNPES/GO",10879198000189,Direta,Executivo,1666.67,"ALIENACAO DE BENS",
201001,2010,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,7083.33,"ALIENACAO DE BENS IMOVEIS",4592.84
201001,2010,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,1333.33,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"AG. GOIANA DE TRANSP. E OBRAS PUBLICAS",3520933000106,Indireta,Executivo,7500.0,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"DEP. EST. DE TRANSITO DE GOIAS- DETRAN",2872448000120,Indireta,Executivo,1333.33,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,694750.0,"ALIENACAO DE BENS MOVEIS",0.0
201001,2010,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,694750.0,"ALIENACAO DE BENS MOVEIS",0.0
201001,2010,Jan,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,416.67,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"FUNDO EST.PROT.DEFESA CONSUMIDOR-FEDC",,Direta,Executivo,1666.67,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"FUNDO PENITENCIARIO EST. GO - FUNPES/GO",10879198000189,Direta,Executivo,1666.67,"ALIENACAO DE BENS MOVEIS",
201001,2010,Jan,"ESTADO DE GOIAS",,N/A,N/A,12833.34,"ALIENACAO DE IMOVEIS RURAIS",0.0
201001,2010,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,12833.34,"ALIENACAO DE IMOVEIS RURAIS",0.0
201001,2010,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,12833.34,"ALIENACAO DE IMOVEIS RURAIS",0.0
201001,2010,Jan,"AG. GOIANA  SIST.  EXEC.  PENAL - AGESEP",13199944000181,Indireta,Executivo,2666.66,"ALIENACAO DE OUTROS BENS MOVEIS",
201001,2010,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,12500.0,"ALIENACAO DE OUTROS BENS MOVEIS",0.0
201001,2010,Jan,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,833.34,"ALIENACAO DE OUTROS BENS MOVEIS",
201001,2010,Jan,"ESTADO DE GOIAS",,N/A,N/A,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",4592.84
201001,2010,Jan,"ESTADO DE GOIAS - ADMINISTRACAO DIRETA",,N/A,N/A,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",4592.84
201001,2010,Jan,"ESTADO DE GOIAS - TESOURO ESTADUAL",1409655000180,N/A,Executivo,666.67,"ALIENAÇÃO DE IMÓVEIS URBANOS",4592.84
201001,2010,Jan,"ESTADO DE GOIAS - PODER EXECUTIVO",,N/A,N/A,160500.02,ALUGUEIS,55509.72
201001,2010,Jan,"ESTADO DE GOIAS-ADMINISTRACAO INDIRETA",,N/A,N/A,96333.36,ALUGUEIS,16329.82
201001,2010,Jan,FUNDESP-PJ,2050330000117,Direta,Judiciário,73333.34,ALUGUEIS,66215.24
201001,2010,Jan,"FUNDO DE MODERNIZACAO DO MINIST PUBLICO",7004223000176,Direta,N/A,5000.0,ALUGUEIS,6478.66
201001,2010,Jan,"FUNDO EST.PROT.DEFESA CONSUMIDOR-FEDC",,Direta,Executivo,1666.66,ALUGUEIS,
201001,2010,Jan,"FUNDO PENITENCIARIO EST. GO - FUNPES/GO",10879198000189,Direta,Executivo,1666.66,ALUGUEIS,6200.0
201001,2010,Jan,"GOIÁS TURISMO-AGÊNCIA GOIANA DE TURISMO",3549463000103,Indireta,Executivo,14333.34,ALUGUEIS,2000.0
201001,2010,Jan,FUNPRODUZIR,4352350000178,Direta,Executivo,63166.67,"AMORTIZACAO DE EMPRESTIMOS",12197.19
201001,2010,Jan,FUNPRODUZIR,4352350000178,Direta,Executivo,63166.67,"AMORTIZACAO DE EMPRESTIMOS - PRODUZIR",12197.19
201001,2010,Jan,"ESTADO DE GOIAS",,N/A,N/A,140000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",167193.9
201001,2010,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,140000.0,"AMORTIZACAO DE FINANCIAMENTOS DIVERSOS",167193.9
201001,2010,Jan,"ESTADO DE GOIAS",,N/A,N/A,3750.0,"ATUALIZACAO MONETARIA DE ORIGEM NAO TRIBUTARIA",
201001,2010,Jan,"ESTADO DE GOIAS",,N/A,N/A,,"ATUALIZAçÂO MONETÁRIA DE OUTROS TRIBUTOS DA DÍVIDA ATIVA - PRINCIPAL",43.85
201001,2010,Jan,"ESTADO DE GOIAS - FUNDOS ESPECIAIS",,N/A,N/A,5164833.33,"BOLSA GARANTIA FOMENTAR",1.599557836E7
201001,2010,Jan,"PROTEGE GOIAS",6084202000145,Direta,Executivo,,"BOLSA GARANTIA FOMENTAR",1.591896881E7
